Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,c0fff0ffccff1a00ceff4c000a004a007ca04251e8b7605f1ae9f0483824c816
1,1,0,00002e000a002a00fefffeff0a00faffd8e98448bc237c16625114db885fc8ae
2,2,0,2e000e000a00fcff4c00beff4a00dafff250e8db605fc8ae20497ea0481638b7
3,3,0,4e00d0ff1a00ecff0c00ceff1a000a00b4487ca05c1658b7c4dbaae9d8ae5824
4,4,0,0e00e0ffccffccffdeff0c00baff1a0098dbe8e8b8ae5c247ea04251a8b6785f
5,5,0,d0ff3e00fcff1a009eff6c00faff2a00aca0a25118b7405f3ae9e048f823e816
6,6,0,e0ff0e00dcfffcff0c000c00fafffaff78e9d4481c24bc166251d4db585f28af
7,7,0,0e000e001a00bcff1c00eeff1a00eaff225108dc605fb8aed0487ea0781658b7
8,8,0,2e00d0ff2a00ccfffeffcefffaffeaffb4488ca08c16f8b6f4db3ae968aee823
9,9,0,0e000000dcffccffceff3c00faff0a00c8db08eab8aeec23dea0c25158b7885f
10,10,0,d0ff2e00fcff3a00deff5c001a004a009ca0125178b7705f4ae9c04818245816
11,11,0,d0ff1e00dcffecfffeff0c003a000a0048e9c4486c244c16725184dba85fd8ae
12,12,0,1e00f0ff0a002a000c00ceff2a00caff9251cada705fa8ae2049bea0681658b7
13,13,0,2e00c0ff1a00dcfffeffbeffeaffeaffb4489ca06c1628b736dcaae938afe823
14,14,0,1e00e0ffdcffdcffcefffeffcaff8e00c8db58e9d8ae7c249ea0425168b7685f
15,15,0,d0ff1e00ccff3a00deff4c000a001a009ca0425168b7505f1ae9d0484824b816
16,16,0,c0ff1e000a00fcfffeff0c000a000a0048e9c448ac232c163251b4db885fb8ae
17,17,0,0e00f0ff0a00ecff1c00ceff1a00caff925118dc305f78ae20498ea0681628b7
18,18,0,0e00c0ff3a00dcfffeffdeff0a00daff9448aca06c1678b736dccae998ae5824
19,19,0,e0ff0000dcff1a00ceff0c00eaff2a00b8dbb8e988ae6c248ea0a25178b7885f
20,20,0,c0fff0ffbcff3a00beff1c00faff2a008ca07251f8b6405f0ae9e04838246816
21,21,0,d0ff1e00fcff0a000c00eeff1a000a0078e9d4481c24dc16025174db785fc8ae
22,22,0,00001e002a00dcff5c00aeff3a00eaff4251f8db705fd8ae6049aea0d81668b7
23,23,0,0e0000003a00ccff0c00eefffaffcaff84488ca0ac1668b726dc7ae9d8ae3824
24,24,0,0000d0fffcff0a00ceff0c00daff1a00c8dbf8e978ae4c248ea0a25178b7685f
25,25,0,d0ff2e00dcff0a00deff4c00eaff2a008ca0b25128b7605fdae8d048f8239816
26,26,0,d0ff1e000a001a00fefffeff2a000a00f8e9e4486c240c164251f4db585f38af
27,27,0,00000e00fcfffcff1c00beff2a00eaff32515adb105f58ae10499ea0581688b7
28,28,0,3e00d0ff2a00acffeeffceffdafffaff94489ca0dc1668b7c4db5ae9f8ae0824
29,29,0,2e000000dcffdcffbeff1c00caff0a00f8dbc8e9e8aeac249ea0c25138b7885f
30,30,0,c0ff1e00ccff1a00ceff6c000a002a009ca0925198b7405f5ae910496824a816
31,31,0,e0ff1e00ecff1a001c000c00faff0a0008ea64483c244c16825104db885f98ae
32,32,0,1e001e001a00dcff3c00deff2a00caff8251b8db605fb8ae20499ea0681668b7
33,33,0,2e00f0fffcffccff1c00defffafffaffc4488ca0ac1668b714dcfae9d8ae2824
34,34,0,0e000000ecffccfffeffeefffaff2a0088dbb8e9e8ae8c248ea0b25118b7985f
35,35,0,d0ff2e00bcff1a00beff1c00eaff2a007ca0125138b7705f1ae9a048c8237816
36,36,0,f0ff1e000a000a000c00feff1a00eaffc8e9c448fc23ec16725184db685fd8ae
37,37,0,0000e0ffdcfffcff0c00aeff1a00caff9251c8db705f78aef048aea0581668b7
38,38,0,3e00f0ff1a00bcff0c00deffdafffaffc4487ca0fc1588b7f4dbcae9b8ae7824
39,39,0,f0ffc0ffdcff0a00eefffeffcaff0a00a8dc08eaf8aefc238ea0625188b6785f
40,40,0,00000000acff1a00ceff5c002a000a009ca0325138b7805f5ae92049a8239816
41,41,0,d0ff1e001a002a00feff0c000a00faffa8e954489c242c16325154db785fb8ae
42,42,0,0000f0ff1a00dcff4c00ceff3a00eaff2251b8db205f88ae40499ea0781688b7
43,43,0,1e00e0ff3a00ccff0c00beff0a000a00e4488ca06c1638b794db8ae9c8ae1824
44,44,0,0e00d0ffecffccffaeff5c00faff3a002adbc8e988aebc24aea0825168b7785f
45,45,0,c0ff1e00acff0a00deff0c00eaff2a008ca0d25158b7405f1ae9a048a8241816
46,46,0,d0ff0e000a001a001c001c002a00eaff38ea84488c242c16725164db785fb8ae
47,47,0,2e0000001a00fcff5c00ceff2a00eaffb251b8db705fb8ae50499ea0481678b7
48,48,0,2e00d0ff0a00ccfffeff9effeafffaffe4489ca00c1678b7b4dbcae988ae9824
49,49,0,0000c0ffecffdcffeefffeffaaff1a00e8dbc8e9b8ae8c247ea0d25168b7785f
50,50,0,f0ff1e00acff3a00ceff0c000a002a007ca0825158b7605faae9e04858246816
51,51,0,c0ff2e00dcffecfffefffeff2a00eaffd8e9b448ac244c16425104db885fa8ae
52,52,0,2e00e0fffcffecff4c00ceff1a00caff42515adb505fd8ae00498ea0781648b7
53,53,0,1e00c0ff0a00ecff5c00beffeaffeaffc448aca04c1678b7c4db1aea98ae8824
54,54,0,0000e0ffdcffdcffbeff0c00caff0a0098dbc8e9c8ae7c23bea0725188b7785f
55,55,0,c0ff2e00dcff0a00aeff4c00eaff0a00aca0925128b7605f6ae9604878245816
56,56,0,c0ff2e00dcfffcff0c000c000a000a00d8e954485c243c16425124dba85fd8ae
57,57,0,0e000e001a001a005c00beff2a00baff9251a8db605fe8aef0489ea0081638b7
58,58,0,1e00c0ff2a00dcffeeffceff0a00eaffa4488ca07c1618b736dcdae988ae9824
59,59,0,0000c0ffbcff1a00eefffeffaaff1a001adbb8e9b8ae7c247ea0525148b7885f
60,60,0,e0ff1e00ecfffcffceff5c00faff2a009ca0925118b7305f0ae9804898245816
61,61,0,e0ff4e00ecff2a001c00feff2a00eaffa8e922498c24ec16125144db985fd8ae
62,62,0,f0ff00001a00dcff7a00deff0a00baff4251d8db805fc8ae50499ea0e81628b7
63,63,0,2e00c0ff0a00ccffdeffcefffaffeaffa4489ca03c16d8b704dcdae9c8aeb824
64,64,0,1e00f0ffdcff0a00defffeffeaff0a003adb18ea28ae3c24aea0725128b7585f
65,65,0,f0ff0e00ccff2a00aeff5c000a002a009ca0125278b7705f3ae950485825f815
66,66,0,e0ff3e00fcff1a00feffeefffafffaff48e9b4483c245c161251e4db785f98ae
67,67,0,0e002e000a00dcff4c00deff0a00caff8251d8db605fd8ae40498ea0b816d8b6
68,68,0,1e00c0ff0a00ccfffeffdeffeaffdaffa4487ca02c1658b7f4db4ae9b8aee823
69,69,0,f0ffd0ffdcfffcffbeff4c00aaff4a004adb18ea88ae2c249ea05251d8b6a85f
70,70,0,d0ff0e00ccff2a00ceff6c000a001a009ca0925148b7605f7ae990482824b815
71,71,0,e0ff2e00dcff2a00fefffefffafffaff28eaa4488c243c16225134db885fd8ae
72,72,0,1e00f0ff0a00ccff5c00ceff0a00daffb251d8db805f78ae2049aea0481638b7
73,73,0,0e00d0ff3a00ccfffeffbeff0a00eaff94487ca0ec1558b7f4dbbae988ae3824
74,74,0,e0fff0ffdcff0a00defffeffbaffdaff18dc28e9b8aeac249ea0525138b7785f
75,75,0,0e000e00dcfffcffdeff1c00daff2a008ca0325118b7405ffae8c04808249816
76,76,0,f0ff1e00fcff3a00eeff0c00fafffafff8e994487c241c16525194db885f88ae
77,77,0,00000e001a00dcff0c00aeff1a00caff925198db505f98aee0489ea03816e8b6
78,78,0,1e00f0ff0a00ccfffeffeeffeafffaffb4489ca0ac1638b7a4db2ae968aee823
79,79,0,0000c0fffcffccffdefffeffdafffaff4adb28ea98aeac249ea0b25188b7885f
80,80,0,d0ff1e00fcff1a00deff1c00faff2a00aca0925128b7605f8ae9f04848243816
81,81,0,d0ff1e00ecff1a00fefffeff1a00faff48e99249bc238c16025144dba85fe8ae
82,82,0,00000000fcffdcff4c00feff1a00daffd2514adb305f68aeb0487ea0381658b7
83,83,0,1e00d0ff1a00bcfffeffceff0a00eafff4488ca02c1698b794db6aea98ae0824
84,84,0,0000c0ffecfffcffdefffeffbaff0a00fadaf8e968ae7c249ea0525188b7885f
85,85,0,f0ff0000ccff2a00deff1c00eaff0a009ca0f25188b7305f8ae9b0489824e815
86,86,0,00002e00fcff1a000c00deff1a00faffd8e9a4485c249c165251a4db885f88ae
87,87,0,1e001e001a00bcff5c00beff0a00caff3251f8db505fa8ae2049bea0581688b7
88,88,0,1e00d0ff2a00bcfffeffceffeaffeaff74487ca08c1638b7f4db9ae978ae1824
89,89,0,1e000000dcffdcffdeff0c00eaff1a002adb18ea98ae7c247ea0a251f8b6785f
90,90,0,0e000e00dcff0a008eff5c00eaff2a007ca0f25158b7505f3ae9a04848240816
91,91,0,e0ff1e00dcfffcff5c00fefffafffaff38ead448bc242c16325124db885fc8ae
92,92,0,1e000000fcffbcff1c00beff2a00eaff52515adb605f98ae40499ea07816c8b7
93,93,0,2e0000001a00bcffeeffeeffdaffeaff9448aca00c1658b754dbdae958ae6824
