Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,2e00bcff2000befffeffcefffaffeaff4e3b46a45a04aec4b8cb8efb98a69833
1,1,0,2e00ecffceff1000ceff0c00daff2a0018cc7afbdaa63234f8a3365998c4c85b
2,2,0,9cff2e00beff1000eeff0c00faff2a0006a4f0586ec4185c2cfb783b48346804
3,3,0,fcff1e00eeff1000eeff3a000a000a00fafbfe3a82347a04e65838cbc85b18a7
4,4,0,1e00fcff200010006800deff0a00eaff1059a8cbc85bcaa6d83a78a4180478c4
5,5,0,3e00bcff1000defffeffc0ffeafffaffde3a66a43a044ec418cceefbc8a6f833
6,6,0,fcffccffdeffeeffc0ff5a00daff3a0098cbcafbcaa6a234f8a3f658a8c4c85b
7,7,0,dcfffcffceff2000deff4a000a001a0026a42059eec4085caefbb83a9834a803
8,8,0,ecff4e00100020004a00feff1a00faff1afcbe3a3234fa030659b8cbe85be8a6
9,9,0,2e00ecff3000deffeeffceff2a00caff1059b8cbb85beaa6983b08a4f80388c4
10,10,0,1e00bcff2000beff0c00deffeaff0a00ae3a56a42a04dec4e8cbfefbd8a6b834
11,11,0,0e00fcffeeff1000c0ff4a00eaff2a00c8ca6afccaa6a23438a44659a8c4d85b
12,12,0,ccff0e00deff2000deff3a002a00faff36a400598ec4a85beefbb83ae8337803
13,13,0,ecff0e00eeff10004a000c00faffeaffeafb1e3b42342a04f65838cbd85bb8a6
14,14,0,0e000e004000beff3a00ceff0a00baff005928cba85beaa6783b18a4880368c4
15,15,0,2e00ccffeeffceffeeffcefffafffaffde3a76a45a04eec4f8cb1efcf8a67834
16,16,0,0e00fcff00001000defffeffcaff0a0048cbbafcaaa6523418a4f65888c4a85b
17,17,0,dcff0e00deff20002c004a000a001a0036a420598ec4a85b5efb683a7834a803
18,18,0,0e003e00eeff4000eeffdeff3a00eaff1afcee3aa234ba030659c8cbc85bf8a6
19,19,0,0e00dcff2000eeff4a00deff0a00eaff4059b8cbc85bdaa6383b48a48803a8c4
20,20,0,2e00bcff3000aeffdeffceffdaff0a007e3a96a4ba03fec4c8cbfefbb8a6c834
21,21,0,fcff2e00beffeeffceff4a00fafffaff38cbeafc9aa6a23418a4765998c5885b
22,22,0,ccff0e00eeff5000deff4a000a001a0056a46059fec4d85b7efbb83ac834b803
23,23,0,ccff3e0000002000eeffdefffafffaffcafbde3a82347a03165908cb885bd8a6
24,24,0,0e00dcff3000ceff4a00c0ff1a00eaff0059b8cba85b9aa6683b48a49803b8c4
25,25,0,0e00acff4000eefffeffcefffaffeaff3e3b36a46a04fec4e8cb4efc08a74834
26,26,0,ecff1e0010001000ceff5a00caff0a0098cb2afceaa6e23408a42659f8c4c85b
27,27,0,ecff0e00eeff3000deff4a001a004a0016a440599ec4b85b7efbd83a38340804
28,28,0,ecff1e00100020004a00feff2a00faff4afc3e3b32344a04065988cba85bd8a6
