Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,4c00b6ff1a00dcfff2ffd4fff4ff4400223f3aa33e0a1ac04ad1f8f43aaa2a2e
1,1,0,2e00d4ffdcffdcffc4ff0000e4ff3400a8ce86f7daa86e30a8a3f0563ac27a5c
2,2,0,c4ff1000fcff3a00e2ff2000f4ff2400baa4d0574ac4c05b7afae63c7a33aa06
3,3,0,d4ff3e002a002a000000000044000400a6fd523a2036ce03125998cbba5a9aa7
4,4,0,100010000a00bcff0000d4ff2400d4ff305a18c9205a6aa6a43798a54a00cac6
5,5,0,3e00d4ff2a00bcff0000e2ffd4ff24004235baa6acfdeac906c70e02aaa56a38
6,6,0,0000b6ffecff0a00c4ff1000d4ff3400a8c404047aa4a03a7aa7c25adacb5a59
7,7,0,f2ff2e00dcff4a00e2ff1000240044008aa8a05b2cce6058a00692327a3c1afb
8,8,0,c4ff10000a002a000000f2ff3400e4ff8409e230003f0cf8325c24c2ca561aa4
9,9,0,2e00f2ff2a00ccff2000e2ff1400d4ffe05c18c0d0556aa3602e2aaa9af49ad0
10,10,0,2000c4ff0a00dcfff2ff0000e4ffe4fff22adaaa8cf18cd312be020d1aa3ca40
11,11,0,f2ffe2ffccff0a00b4ff1000d4ff5400fabba40f7aa22043faab925d8ad5aa54
12,12,0,d4ff1000ccff1a00e2ff2e00140024007aada05dacd82053d411fe28fa448aef
13,13,0,d4ff20002a001a00f2ffe2ff4400f4ff34159225f0463cecf45d80b9aa510aa2
14,14,0,2e00e2fffcffdcff1000e2ff3400e4ff605eaab73050caa18c239caf2ae93adb
15,15,0,2e00e2ff0a00fcfff2ff1000c4ff240022204ab18ce6dcdd90b6e818aaa10a49
16,16,0,e2ffc4ff9cffecffb4ff1000e4ff4400dab3341b9aa1204b6eb2645e5ae13a4e
17,17,0,c4ff2e00ccff1a00d4ff5c00140024006ab4a05ebce3704cda1d681cba4c2ae3
18,18,0,e2ff1000ecff1a00f2ffe2ff5400e4fff220b41a404e7ce0845e0eb28a4a6aa1
19,19,0,100000001a00ccff1000d4ff24000400505e9ab0e048baa17617b0b6baddcae6
20,20,0,2e00c4fffcffecfff2ffd4ffd4ff2400d4143ab83cdbdce96caf1c23daa14a50
21,21,0,f2ff0000ccff2a00c4ff7a00e4ff34008aad42260aa2a051d0b9f45d2aec3a47
22,22,0,c4ff2e00dcff1a00e2ff2000240024002abc005edceec0447e2864127a536ad8
23,23,0,2e002e001a001a00100000003400f4ff322bd40e4054ecd5725d5cacca424aa2
24,24,0,2e00e2ff2a00dcff2e00a6fff4ffe4fff05caaaad040caa2c20c72be6ad32af2
25,25,0,2000e2fffcfffcffd4fff2ffc4ff2400540908c0fcd08cf5daa9d02eaaa3ba55
26,26,0,f2ff1000ccff0a00c4ff1000140024006aa872303aa4d05664c2325c1af88a3e
27,27,0,d4ff2000ecff3a00e2ff100014000400a8c4b05b3cfb903c6232d0051a58dacd
28,28,0,100000002a001a002000b4ff4400d4ff4236040330599acbc25a6aa70a3abaa4
29,29,0,2000e2ff3a00dcff0000c4ff2400d4ff105a5aa60038aaa59e0086c76ac9cafe
